'SUP_0EUF6','DIST_M5QFD','HUB_AKVK','{"power": {"generators": 255, "fuel_liters": 47108.0}, "medical": 94242, "shelter": {"units": 759, "blankets": 94215}, "essentials": {"food_tons": 96.500, "water_liters": 978917.000}, "hygiene_kits": 44292}'
'SUP_ELYO3','DIST_7U05U','HUB_BT1D','{"power": {"generators": 729, "fuel_liters": 14682.0}, "medical": 27142, "shelter": {"units": 8949, "blankets": 99374}, "essentials": {"food_tons": 933.300, "water_liters": 637842.000}, "hygiene_kits": 31164}'
'SUP_G92SD','DIST_0QLBA','HUB_PFNO','{"power": {"generators": 639, "fuel_liters": 48076.0}, "medical": 43597, "shelter": {"units": 1148, "blankets": 69266}, "essentials": {"food_tons": 78.900, "water_liters": 584850.000}, "hygiene_kits": 29778}'
'SUP_OW1NE','DIST_SS3QK','HUB_02RJ','{"power": {"generators": 356, "fuel_liters": 65059.0}, "medical": 21601, "shelter": {"units": 7039, "blankets": 31148}, "essentials": {"food_tons": 421.600, "water_liters": 159084.000}, "hygiene_kits": 86998}'
'SUP_5ZAUH','DIST_9IK6F','HUB_728N','{"power": {"generators": 12, "fuel_liters": 46799.0}, "medical": 60775, "shelter": {"units": 6511, "blankets": 65466}, "essentials": {"food_tons": 617.600, "water_liters": 437644.000}, "hygiene_kits": 13581}'
'SUP_I5GQZ','DIST_8SLOB','HUB_O13G','{"power": {"generators": 983, "fuel_liters": 67851.0}, "medical": 15286, "shelter": {"units": 7268, "blankets": 43455}, "essentials": {"food_tons": 523.900, "water_liters": 651008.000}, "hygiene_kits": 89406}'
'SUP_CIP6A','DIST_6LCGY','HUB_BY3T','{"power": {"generators": 444, "fuel_liters": 17224.0}, "medical": 64653, "shelter": {"units": 3780, "blankets": 64412}, "essentials": {"food_tons": 276.400, "water_liters": 724543.000}, "hygiene_kits": 70196}'
'SUP_DD4WE','DIST_91F9V','HUB_QDEQ','{"power": {"generators": 146, "fuel_liters": 61081.0}, "medical": 84846, "shelter": {"units": 137, "blankets": 64724}, "essentials": {"food_tons": 719.600, "water_liters": 138736.000}, "hygiene_kits": 1376}'
'SUP_K2HOM','DIST_SJMOD','HUB_OJF8','{"power": {"generators": 606, "fuel_liters": 66422.0}, "medical": 37896, "shelter": {"units": 2449, "blankets": 17759}, "essentials": {"food_tons": 104.300, "water_liters": 637534.000}, "hygiene_kits": 2063}'
'SUP_S8HRX','DIST_3WSST','HUB_836U','{"power": {"generators": 631, "fuel_liters": 77562.0}, "medical": 31345, "shelter": {"units": 7727, "blankets": 98155}, "essentials": {"food_tons": 551.800, "water_liters": 98290.000}, "hygiene_kits": 60210}'
'SUP_NY2QY','DIST_B0U77','HUB_UABV','{"power": {"generators": 844, "fuel_liters": 96954.0}, "medical": 43603, "shelter": {"units": 5723, "blankets": 99939}, "essentials": {"food_tons": 603.800, "water_liters": 621173.000}, "hygiene_kits": 22731}'
'SUP_J4ENE','DIST_AQ90W','HUB_VMRX','{"power": {"generators": 433, "fuel_liters": 13401.0}, "medical": 53027, "shelter": {"units": 7885, "blankets": 59088}, "essentials": {"food_tons": 391.300, "water_liters": 195194.000}, "hygiene_kits": 48765}'
'SUP_SP1SS','DIST_J1WD8','HUB_6522','{"power": {"generators": 240, "fuel_liters": 1419.0}, "medical": 47879, "shelter": {"units": 9170, "blankets": 92837}, "essentials": {"food_tons": 277.800, "water_liters": 829515.000}, "hygiene_kits": 29632}'
'SUP_93DV2','DIST_4J3BT','HUB_B6YT','{"power": {"generators": 76, "fuel_liters": 57132.0}, "medical": 80310, "shelter": {"units": 582, "blankets": 22316}, "essentials": {"food_tons": 169.700, "water_liters": 690441.000}, "hygiene_kits": 50494}'
'SUP_7W472','DIST_ARGU9','HUB_02UX','{"power": {"generators": 739, "fuel_liters": 28149.0}, "medical": 7387, "shelter": {"units": 5789, "blankets": 99490}, "essentials": {"food_tons": 58.500, "water_liters": 134565.000}, "hygiene_kits": 82562}'
'SUP_Z2R6Y','DIST_WUFY6','HUB_RPRG','{"power": {"generators": 299, "fuel_liters": 65743.0}, "medical": 27216, "shelter": {"units": 1827, "blankets": 84536}, "essentials": {"food_tons": 684.500, "water_liters": 105841.000}, "hygiene_kits": 64632}'
'SUP_4U06X','DIST_KDRAQ','HUB_OAJF','{"power": {"generators": 352, "fuel_liters": 31065.0}, "medical": 58126, "shelter": {"units": 9365, "blankets": 82541}, "essentials": {"food_tons": 14.800, "water_liters": 673898.000}, "hygiene_kits": 33585}'
'SUP_U82LR','DIST_227CM','HUB_VINS','{"power": {"generators": 443, "fuel_liters": 72625.0}, "medical": 39675, "shelter": {"units": 3482, "blankets": 36304}, "essentials": {"food_tons": 963.200, "water_liters": 388754.000}, "hygiene_kits": 44759}'
'SUP_GLIS7','DIST_DO4YR','HUB_F3NH','{"power": {"generators": 425, "fuel_liters": 50611.0}, "medical": 49595, "shelter": {"units": 3637, "blankets": 81869}, "essentials": {"food_tons": 245.800, "water_liters": 948426.000}, "hygiene_kits": 35439}'
'SUP_T985T','DIST_K39L8','HUB_F973','{"power": {"generators": 403, "fuel_liters": 23894.0}, "medical": 21321, "shelter": {"units": 2335, "blankets": 62017}, "essentials": {"food_tons": 590.400, "water_liters": 32899.000}, "hygiene_kits": 86507}'
'SUP_I8ZFV','DIST_9OCIK','HUB_3S59','{"power": {"generators": 696, "fuel_liters": 97260.0}, "medical": 42167, "shelter": {"units": 3292, "blankets": 63128}, "essentials": {"food_tons": 141.000, "water_liters": 638783.000}, "hygiene_kits": 93617}'
'SUP_L0SXF','DIST_6MNA9','HUB_8DKD','{"power": {"generators": 971, "fuel_liters": 5236.0}, "medical": 6328, "shelter": {"units": 3475, "blankets": 55537}, "essentials": {"food_tons": 698.800, "water_liters": 260947.000}, "hygiene_kits": 15868}'
'SUP_HX4VY','DIST_QIUIO','HUB_UWRM','{"power": {"generators": 237, "fuel_liters": 27884.0}, "medical": 47910, "shelter": {"units": 4888, "blankets": 58465}, "essentials": {"food_tons": 329.100, "water_liters": 282399.000}, "hygiene_kits": 82154}'
'SUP_JJZII','DIST_BCHLT','HUB_EZ9D','{"power": {"generators": 742, "fuel_liters": 43195.0}, "medical": 30472, "shelter": {"units": 8019, "blankets": 57959}, "essentials": {"food_tons": 478.100, "water_liters": 638457.000}, "hygiene_kits": 69616}'
'SUP_43845','DIST_J72XK','HUB_JZEG','{"power": {"generators": 860, "fuel_liters": 48922.0}, "medical": 2359, "shelter": {"units": 5533, "blankets": 11334}, "essentials": {"food_tons": 823.900, "water_liters": 12117.000}, "hygiene_kits": 55684}'
'SUP_3ETBD','DIST_XLRV9','HUB_0TDY','{"power": {"generators": 59, "fuel_liters": 24177.0}, "medical": 1061, "shelter": {"units": 7604, "blankets": 6840}, "essentials": {"food_tons": 815.700, "water_liters": 704978.000}, "hygiene_kits": 87481}'
'SUP_FUF33','DIST_4V8A1','HUB_VYO0','{"power": {"generators": 95, "fuel_liters": 7126.0}, "medical": 62334, "shelter": {"units": 4758, "blankets": 52624}, "essentials": {"food_tons": 54.900, "water_liters": 782371.000}, "hygiene_kits": 74339}'
'SUP_QZOLO','DIST_5VQOT','HUB_962S','{"power": {"generators": 936, "fuel_liters": 75298.0}, "medical": 8764, "shelter": {"units": 861, "blankets": 67497}, "essentials": {"food_tons": 435.500, "water_liters": 230463.000}, "hygiene_kits": 96919}'
'SUP_60DN3','DIST_MRK91','HUB_CT68','{"power": {"generators": 461, "fuel_liters": 36294.0}, "medical": 19827, "shelter": {"units": 5749, "blankets": 93494}, "essentials": {"food_tons": 242.300, "water_liters": 438212.000}, "hygiene_kits": 98907}'
'SUP_Q50AQ','DIST_RH5XQ','HUB_TL6M','{"power": {"generators": 959, "fuel_liters": 78689.0}, "medical": 68530, "shelter": {"units": 8945, "blankets": 76288}, "essentials": {"food_tons": 355.500, "water_liters": 521324.000}, "hygiene_kits": 21293}'
'SUP_A3VU9','DIST_6BS4W','HUB_17FI','{"power": {"generators": 905, "fuel_liters": 11988.0}, "medical": 33288, "shelter": {"units": 6192, "blankets": 18467}, "essentials": {"food_tons": 177.000, "water_liters": 719292.000}, "hygiene_kits": 70864}'
'SUP_K5BZ6','DIST_44AEK','HUB_18MU','{"power": {"generators": 361, "fuel_liters": 33250.0}, "medical": 17246, "shelter": {"units": 4220, "blankets": 23770}, "essentials": {"food_tons": 494.000, "water_liters": 343848.000}, "hygiene_kits": 67838}'
'SUP_ZP8M6','DIST_CV1DC','HUB_V3P1','{"power": {"generators": 784, "fuel_liters": 8779.0}, "medical": 77282, "shelter": {"units": 6820, "blankets": 28269}, "essentials": {"food_tons": 512.200, "water_liters": 266230.000}, "hygiene_kits": 26984}'
'SUP_89JTV','DIST_4M7PO','HUB_ZXUR','{"power": {"generators": 852, "fuel_liters": 58157.0}, "medical": 49451, "shelter": {"units": 694, "blankets": 14561}, "essentials": {"food_tons": 25.900, "water_liters": 460473.000}, "hygiene_kits": 10013}'
'SUP_C9EUD','DIST_2NFD7','HUB_3PKX','{"power": {"generators": 238, "fuel_liters": 89820.0}, "medical": 95646, "shelter": {"units": 5220, "blankets": 41910}, "essentials": {"food_tons": 739.600, "water_liters": 545496.000}, "hygiene_kits": 48381}'
'SUP_YONU1','DIST_7H7RE','HUB_A3JA','{"power": {"generators": 562, "fuel_liters": 69533.0}, "medical": 77608, "shelter": {"units": 9579, "blankets": 84579}, "essentials": {"food_tons": 30.000, "water_liters": 514635.000}, "hygiene_kits": 59267}'
'SUP_PYOOD','DIST_NMO4A','HUB_AV77','{"power": {"generators": 706, "fuel_liters": 19956.0}, "medical": 83245, "shelter": {"units": 9089, "blankets": 94432}, "essentials": {"food_tons": 922.100, "water_liters": 797659.000}, "hygiene_kits": 29210}'
'SUP_KMMWA','DIST_J5F72','HUB_94Z9','{"power": {"generators": 682, "fuel_liters": 36399.0}, "medical": 99935, "shelter": {"units": 816, "blankets": 93366}, "essentials": {"food_tons": 138.800, "water_liters": 556198.000}, "hygiene_kits": 60682}'
'SUP_RGDB3','DIST_VV9DL','HUB_7J49','{"power": {"generators": 384, "fuel_liters": 62049.0}, "medical": 2969, "shelter": {"units": 7183, "blankets": 90337}, "essentials": {"food_tons": 283.100, "water_liters": 187756.000}, "hygiene_kits": 96315}'
'SUP_L2DYB','DIST_X32NF','HUB_A7VD','{"power": {"generators": 866, "fuel_liters": 77876.0}, "medical": 75594, "shelter": {"units": 2970, "blankets": 46640}, "essentials": {"food_tons": 355.900, "water_liters": 967740.000}, "hygiene_kits": 62892}'
'SUP_TW8A0','DIST_5IHPO','HUB_TC4G','{"power": {"generators": 623, "fuel_liters": 61473.0}, "medical": 56688, "shelter": {"units": 1872, "blankets": 76036}, "essentials": {"food_tons": 594.000, "water_liters": 203641.000}, "hygiene_kits": 88795}'
'SUP_CWQAQ','DIST_XMUNM','HUB_LSQU','{"power": {"generators": 584, "fuel_liters": 38249.0}, "medical": 72209, "shelter": {"units": 7274, "blankets": 55099}, "essentials": {"food_tons": 157.400, "water_liters": 475707.000}, "hygiene_kits": 47685}'
'SUP_S2P0B','DIST_TRVB6','HUB_MQYV','{"power": {"generators": 221, "fuel_liters": 39836.0}, "medical": 92333, "shelter": {"units": 3685, "blankets": 67867}, "essentials": {"food_tons": 900.900, "water_liters": 392839.000}, "hygiene_kits": 76440}'
'SUP_2YC8V','DIST_DDEHH','HUB_AJXX','{"power": {"generators": 93, "fuel_liters": 89047.0}, "medical": 83231, "shelter": {"units": 6887, "blankets": 18369}, "essentials": {"food_tons": 941.800, "water_liters": 574267.000}, "hygiene_kits": 88076}'
'SUP_ZOEVG','DIST_601ZB','HUB_G5LI','{"power": {"generators": 39, "fuel_liters": 26700.0}, "medical": 20880, "shelter": {"units": 634, "blankets": 73880}, "essentials": {"food_tons": 926.600, "water_liters": 656913.000}, "hygiene_kits": 5936}'
'SUP_6MMTS','DIST_TVTDL','HUB_HQ6O','{"power": {"generators": 976, "fuel_liters": 97775.0}, "medical": 36293, "shelter": {"units": 3718, "blankets": 71854}, "essentials": {"food_tons": 408.500, "water_liters": 910161.000}, "hygiene_kits": 79732}'
'SUP_9282J','DIST_S41LK','HUB_1BVB','{"power": {"generators": 529, "fuel_liters": 2428.0}, "medical": 39783, "shelter": {"units": 5800, "blankets": 2208}, "essentials": {"food_tons": 722.100, "water_liters": 378434.000}, "hygiene_kits": 80836}'
'SUP_WE9SN','DIST_PBKC5','HUB_TRYL','{"power": {"generators": 797, "fuel_liters": 2610.0}, "medical": 51417, "shelter": {"units": 9297, "blankets": 13162}, "essentials": {"food_tons": 478.200, "water_liters": 725087.000}, "hygiene_kits": 25816}'
'SUP_URW46','DIST_9XLMS','HUB_ZK0C','{"power": {"generators": 155, "fuel_liters": 18335.0}, "medical": 65472, "shelter": {"units": 6894, "blankets": 10064}, "essentials": {"food_tons": 176.400, "water_liters": 177123.000}, "hygiene_kits": 50809}'
'SUP_8CXZ9','DIST_7GONH','HUB_TEG7','{"power": {"generators": 424, "fuel_liters": 83699.0}, "medical": 40644, "shelter": {"units": 3225, "blankets": 20922}, "essentials": {"food_tons": 772.200, "water_liters": 916274.000}, "hygiene_kits": 48567}'
'SUP_AC78P','DIST_LHVUE','HUB_2E40','{"power": {"generators": 959, "fuel_liters": 41003.0}, "medical": 55614, "shelter": {"units": 915, "blankets": 18139}, "essentials": {"food_tons": 477.600, "water_liters": 17138.000}, "hygiene_kits": 27900}'
'SUP_Z8MOP','DIST_707H1','HUB_COZK','{"power": {"generators": 311, "fuel_liters": 57637.0}, "medical": 90109, "shelter": {"units": 2375, "blankets": 75902}, "essentials": {"food_tons": 250.100, "water_liters": 250499.000}, "hygiene_kits": 22382}'
'SUP_8ZAE5','DIST_CX9GQ','HUB_LGEW','{"power": {"generators": 492, "fuel_liters": 75355.0}, "medical": 8589, "shelter": {"units": 3338, "blankets": 11737}, "essentials": {"food_tons": 403.100, "water_liters": 28002.000}, "hygiene_kits": 5599}'
'SUP_4R9RF','DIST_T18OS','HUB_H230','{"power": {"generators": 884, "fuel_liters": 2844.0}, "medical": 85766, "shelter": {"units": 3212, "blankets": 36678}, "essentials": {"food_tons": 176.900, "water_liters": 664543.000}, "hygiene_kits": 65991}'
'SUP_696H5','DIST_8QXVX','HUB_TY4R','{"power": {"generators": 361, "fuel_liters": 96643.0}, "medical": 51668, "shelter": {"units": 2441, "blankets": 75029}, "essentials": {"food_tons": 615.300, "water_liters": 680878.000}, "hygiene_kits": 55382}'
'SUP_1FNP5','DIST_TBUXB','HUB_G7FR','{"power": {"generators": 984, "fuel_liters": 4280.0}, "medical": 92216, "shelter": {"units": 2725, "blankets": 98362}, "essentials": {"food_tons": 416.500, "water_liters": 711905.000}, "hygiene_kits": 19827}'
'SUP_5TKGA','DIST_LXEQ9','HUB_M2UC','{"power": {"generators": 926, "fuel_liters": 59723.0}, "medical": 39737, "shelter": {"units": 1570, "blankets": 84826}, "essentials": {"food_tons": 177.700, "water_liters": 652024.000}, "hygiene_kits": 8423}'
'SUP_MRDOE','DIST_LHUDC','HUB_882U','{"power": {"generators": 576, "fuel_liters": 15491.0}, "medical": 9003, "shelter": {"units": 9554, "blankets": 77266}, "essentials": {"food_tons": 688.300, "water_liters": 230517.000}, "hygiene_kits": 66484}'
'SUP_EQPSM','DIST_FDZA6','HUB_ZJZV','{"power": {"generators": 505, "fuel_liters": 30644.0}, "medical": 37697, "shelter": {"units": 4824, "blankets": 73334}, "essentials": {"food_tons": 231.300, "water_liters": 879111.000}, "hygiene_kits": 97445}'
'SUP_THV5T','DIST_WJEKB','HUB_RG9P','{"power": {"generators": 82, "fuel_liters": 42025.0}, "medical": 97594, "shelter": {"units": 9125, "blankets": 98827}, "essentials": {"food_tons": 269.600, "water_liters": 428619.000}, "hygiene_kits": 42545}'
'SUP_BRTB0','DIST_LZ6HP','HUB_261E','{"power": {"generators": 918, "fuel_liters": 31007.0}, "medical": 99430, "shelter": {"units": 6922, "blankets": 10531}, "essentials": {"food_tons": 949.800, "water_liters": 382140.000}, "hygiene_kits": 61421}'
'SUP_3KI05','DIST_S5EG8','HUB_AQEU','{"power": {"generators": 137, "fuel_liters": 12537.0}, "medical": 98024, "shelter": {"units": 7835, "blankets": 50596}, "essentials": {"food_tons": 748.100, "water_liters": 759179.000}, "hygiene_kits": 80487}'
'SUP_1O5MZ','DIST_061G9','HUB_PIVC','{"power": {"generators": 892, "fuel_liters": 55621.0}, "medical": 49184, "shelter": {"units": 8195, "blankets": 5223}, "essentials": {"food_tons": 778.400, "water_liters": 388889.000}, "hygiene_kits": 55260}'
'SUP_TLJE6','DIST_B9CWQ','HUB_D1PP','{"power": {"generators": 336, "fuel_liters": 1552.0}, "medical": 42413, "shelter": {"units": 8977, "blankets": 83865}, "essentials": {"food_tons": 741.500, "water_liters": 304901.000}, "hygiene_kits": 63937}'
'SUP_RKCCR','DIST_6N0ZO','HUB_3MFT','{"power": {"generators": 381, "fuel_liters": 12868.0}, "medical": 98776, "shelter": {"units": 966, "blankets": 27020}, "essentials": {"food_tons": 106.800, "water_liters": 493908.000}, "hygiene_kits": 31062}'
'SUP_K7UMM','DIST_C8YFB','HUB_U1BN','{"power": {"generators": 178, "fuel_liters": 53497.0}, "medical": 22079, "shelter": {"units": 2673, "blankets": 19276}, "essentials": {"food_tons": 821.400, "water_liters": 32274.000}, "hygiene_kits": 25226}'
'SUP_HEF87','DIST_EM2GN','HUB_MMU7','{"power": {"generators": 49, "fuel_liters": 89666.0}, "medical": 6535, "shelter": {"units": 7820, "blankets": 39861}, "essentials": {"food_tons": 782.400, "water_liters": 678829.000}, "hygiene_kits": 98042}'
'SUP_IL2U5','DIST_SBZ2S','HUB_D5R9','{"power": {"generators": 536, "fuel_liters": 56697.0}, "medical": 81979, "shelter": {"units": 1361, "blankets": 18126}, "essentials": {"food_tons": 621.100, "water_liters": 272285.000}, "hygiene_kits": 66834}'
'SUP_D7923','DIST_FR7VJ','HUB_OCPE','{"power": {"generators": 266, "fuel_liters": 30851.0}, "medical": 2840, "shelter": {"units": 8651, "blankets": 92847}, "essentials": {"food_tons": 108.400, "water_liters": 524264.000}, "hygiene_kits": 54079}'
'SUP_ZXXHM','DIST_3ZI65','HUB_5HWN','{"power": {"generators": 76, "fuel_liters": 74776.0}, "medical": 82030, "shelter": {"units": 3753, "blankets": 89041}, "essentials": {"food_tons": 644.100, "water_liters": 255027.000}, "hygiene_kits": 66457}'
'SUP_XXTA2','DIST_ZW4K1','HUB_9ZEN','{"power": {"generators": 387, "fuel_liters": 59988.0}, "medical": 17998, "shelter": {"units": 4739, "blankets": 15448}, "essentials": {"food_tons": 720.900, "water_liters": 887908.000}, "hygiene_kits": 97186}'
'SUP_XA40O','DIST_IZU2H','HUB_4GYQ','{"power": {"generators": 944, "fuel_liters": 86141.0}, "medical": 53457, "shelter": {"units": 2621, "blankets": 75947}, "essentials": {"food_tons": 109.400, "water_liters": 849197.000}, "hygiene_kits": 61309}'
'SUP_I2YNC','DIST_T7990','HUB_MPQN','{"power": {"generators": 317, "fuel_liters": 75921.0}, "medical": 77749, "shelter": {"units": 2570, "blankets": 77695}, "essentials": {"food_tons": 993.300, "water_liters": 586587.000}, "hygiene_kits": 84029}'
'SUP_5MV5D','DIST_ZW0SH','HUB_FTD2','{"power": {"generators": 850, "fuel_liters": 47258.0}, "medical": 62801, "shelter": {"units": 2718, "blankets": 10417}, "essentials": {"food_tons": 27.000, "water_liters": 653868.000}, "hygiene_kits": 74475}'
'SUP_OWL5S','DIST_LUTWM','HUB_BWIO','{"power": {"generators": 615, "fuel_liters": 35435.0}, "medical": 2730, "shelter": {"units": 9500, "blankets": 32735}, "essentials": {"food_tons": 597.600, "water_liters": 439059.000}, "hygiene_kits": 86072}'
'SUP_62WZ2','DIST_CSARU','HUB_HU8N','{"power": {"generators": 459, "fuel_liters": 18332.0}, "medical": 7395, "shelter": {"units": 1236, "blankets": 9290}, "essentials": {"food_tons": 681.000, "water_liters": 962266.000}, "hygiene_kits": 77265}'
'SUP_ELHK7','DIST_TAWWN','HUB_TYPX','{"power": {"generators": 227, "fuel_liters": 89145.0}, "medical": 32399, "shelter": {"units": 3660, "blankets": 50895}, "essentials": {"food_tons": 865.300, "water_liters": 804124.000}, "hygiene_kits": 75035}'
'SUP_32284','DIST_7843N','HUB_GV0S','{"power": {"generators": 267, "fuel_liters": 21915.0}, "medical": 21243, "shelter": {"units": 686, "blankets": 87428}, "essentials": {"food_tons": 846.000, "water_liters": 910381.000}, "hygiene_kits": 87941}'
